;translation table;;Note / English / adi220_normal / approved;English / adi220_normal / approved;;;Locked / English / adi220_normal / approved;#Modified / English / adi220_normal / approved;German / adi220_normal / approved;;;Locked / German / adi220_normal / approved;#Modified / German / adi220_normal / approved;Czech / adi220_normal / approved;;;Locked / Czech / adi220_normal / approved;#Modified / Czech / adi220_normal / approved;French / adi220_normal / approved;;;Locked / French / adi220_normal / approved;#Modified / French / adi220_normal / approved;Italian / adi220_normal / approved;;;Locked / Italian / adi220_normal / approved;#Modified / Italian / adi220_normal / approved;Portuguese / adi220_normal / approved;;;Locked / Portuguese / adi220_normal / approved;#Modified / Portuguese / adi220_normal / approved;Spanish / adi220_normal / approved;;;Locked / Spanish / adi220_normal / approved;#Modified / Spanish / adi220_normal / approved;Locked / adi220_normal;Layout / adi220_normal;Status / adi220_normal;Comment / adi220_normal;Function;Coordinator;#File;Comment;Status;;
gültig?;Bezeichner;;Screen-Nr.:;English;Display;Überlänge;;;German;Display;Überlänge;;;Czech;Display;Überlänge;;;French;Display;Überlänge;;;Italian;Display;Überlänge;;;Portuguese;Display;Überlänge;;;Spanish;Display;Überlänge;;;;Layout;;;;;;;;Russian;CAN-
;Bezeichner;;Screen-Nr.:;US-English;Display;Überlänge;;;German;Display;Überlänge;;;Russian;Display;Überlänge;;;CAN-French;MISSING LAYOUT !;X;;;Dutch;Display;Überlänge;;;;MISSING LAYOUT !;X;;;Mex-Spanish;MISSING LAYOUT !;X;;;;Layout;;;;;;;;;
;qtn_stp_ta_checkbox_save_pin;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_query_enter_name;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_query_user_name;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
1;;"S101; S601; 
S811";"S101; S601; S811";Phone book;Phone book;0;Not locked;24.01.2006 11:22;Telefonbuch;Telefonbuch;0;Not locked;10.05.2002 13:58;;EMPTY !;X;Not locked;12.01.2005 11:29;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;Lista de contactos;"Lista de
contactos";10;Not locked;10.06.2002 14:41;Not locked;Auswahl;Approved;§Choice item: for opening the phonebook;STP;Voellinger Stefanie;;Created for Seti;Proposed
1;;"S104; S661";"S104; S661";Phone book;Phone book;0;Not locked;24.01.2006 11:19;Telefonbuch;Telefonbuch;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Guía;Guía;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_pb_load_error;S664;S664;Phone book cannot be loaded;"Phone book
cannot be
loaded";0;Not locked;24.01.2006 11:24;Telefonbuch\nkann nicht\ngeladen werden;"Telefonbuch
kann nicht
geladen werden";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;"Imposible cargar
la lista de contactos";"Imposible cargar
la lista de
contactos";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_pb_not_ready;;S106;Phone book not yet ready;"Phone book not
yet ready";0;Not locked;24.01.2006 11:22;Telefonbuch noch nicht bereit;"Telefonbuch
noch nicht bereit";0;Not locked;27.10.2004 12:15;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Guía no disponible aún;"Guía no
disponible aún";0;Not locked;09.02.2005 12:20;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_pb_not_complete;S925;S925;Phone book not fully loaded;"Phone book not
fully loaded";0;Not locked;24.01.2006 11:21;Telefonbuch\nunvollständig geladen;"Telefonbuch
unvollständig
geladen";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;"No se ha
cargado la lista 
de contactos";"No se ha
cargado la lista 
de contactos";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_pbook_loading;S102;S102;Loading phone book:\n%U entries;"Loading phone
book:
%U entries";0;Not locked;24.01.2006 11:21;Telefonbuch\nwird geladen:\n%U Einträge;"Telefonbuch
wird geladen:
%U Einträge";0;Not locked;26.10.2004 16:58;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;"Cargando
lista de contactos
%U entradas";"Cargando
lista de
contactos
%U entradas";0;Not locked;10.08.2005 14:57;Not locked;4_Zeile;Approved;§Wait note;STP;Voellinger Stefanie;;Created for Seti;Proposed
;qtn_stp_ta_note_pb_loading_me;;S665;Loading phone book from phone;"Loading phone
book from
phone";0;Not locked;24.01.2006 11:23;Telefonbuch\nwird vom\nMobiltelefon\ngeladen;"Telefonbuch
wird vom
Mobiltelefon
geladen";0;Not locked;22.09.2004 17:04;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;24.01.2006 11:18;;EMPTY !;X;Not locked;09.02.2005 12:20;Cargando la guía del teléfono móvil;"Cargando la guía
del teléfono
móvil";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_pb_loading_sim;;S666;Loading phone book from\nSIM card;"Loading phone
book from
SIM card";0;Not locked;24.01.2006 11:20;Telefonbuch\nwird von der\nSIM-Karte\ngeladen;"Telefonbuch
wird von der
SIM-Karte
geladen";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;24.01.2006 11:22;;EMPTY !;X;Not locked;09.02.2005 12:20;Cargando la guía de la tarjeta SIM;"Cargando la guía
de la tarjeta SIM";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_pb_loading_all;S663;S663;Loading\nphone book;"Loading
phone book";0;Not locked;24.01.2006 11:18;Telefonbuch\nwird geladen;"Telefonbuch
wird geladen";0;Not locked;22.09.2004 17:07;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;24.01.2006 11:19;;EMPTY !;X;Not locked;09.02.2005 12:20;"Cargando lista
de contactos";"Cargando lista
de contactos";0;Not locked;24.01.2006 11:22;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed
;qtn_stp_ta_setting_phone;;"S601; S621";Phone settings;Phone settings;0;Not locked;24.01.2006 11:21;Telefoneinstell.;Telefoneinstell.;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:21;Opc. del usuario;Opc. del usuario;0;Not locked;16.03.2005 20:05;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_bt_own_name;S502;S502;Phone name;Phone name;0;Not locked;24.01.2006 11:23;Telefonname;Telefonname;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Nombre del tel.;Nombre del tel.;0;Not locked;09.02.2005 12:18;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_head_phone_name;S556;"S556; S551";Phone name:;Phone name:;0;Not locked;24.01.2006 11:18;Telefonname:;Telefonname:;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Nombre del tel.:;Nombre del tel.:;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;;S002;Phone search;Phone search;0;;;Telefonsuche;Telefonsuche;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Buscar telefono;Buscar telefono;0;;;;Auswahl;;;;;;;
1;qtn_stp_ta_bt_disconnect;"S542; S563";"S542; S563";Disconnect;Disconnect;0;Not locked;24.01.2006 11:19;Trennen;Trennen;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Desconectar;Desconectar;0;Not locked;09.02.2005 12:18;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_bt_rename;"S542; S571";"S542; S571; S5A1; S630";Rename;Rename;0;Not locked;24.01.2006 11:19;Umbenennen;Umbenennen;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Renombrar;Renombrar;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;SC24;SC24;Switch;Switch;0;;;Umschalten;Umschalten;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Cambiar;Cambiar;0;;;;Auswahl;;;;;;;
;;;SC15;UMTS;UMTS;0;;;UMTS;UMTS;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;Auswahl;;;;;;;
1;;"S002; S542; 
S571";"S542; S571; S002";Connect;Connect;0;Not locked;24.01.2006 11:18;Verbinden;Verbinden;0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Conectar;Conectar;0;Not locked;09.02.2005 12:18;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_query_connect;S933;S933;Connection?;Connection?;0;Not locked;24.01.2006 11:22;Verbinden mit\n%U?;"Verbinden mit
%U?";0;Not locked;16.09.2005 12:03;;EMPTY !;X;Not locked;16.09.2005 12:03;;EMPTY !;X;Not locked;16.09.2005 12:03;;EMPTY !;X;Not locked;16.09.2005 12:03;;EMPTY !;X;Not locked;16.09.2005 12:03;¿Conectar con %U?;"¿Conectar con
%U?";0;Not locked;16.09.2005 12:03;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_conn_terminated;S565;S565;Disconnected;Disconnected;0;Not locked;24.01.2006 11:19;Verbindung\ngetrennt;"Verbindung
getrennt";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Conexión interrumpida;"Conexión
interrumpida";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_bt_no_conn_loading;;S937;Bluetooth connection not possible, loading phone book;"Bluetooth
connection not
possible, loading
phone book";0;Not locked;24.01.2006 11:20;Verbindung nicht möglich, Telefonbuch wird geladen;"Verbindung nicht
möglich,
Telefonbuch
wird geladen";0;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;Conexión Bluetooh impos., cargando la guía;"Conexión
Bluetooh impos.,
cargando la guía";0;Not locked;09.02.2005 12:18;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_bt_no_conn;S518;S518;Connection not possible;"Connection not
possible";0;Not locked;24.01.2006 11:17;Verbindung\nnicht\nmöglich;"Verbindung
nicht
möglich";0;Not locked;20.04.2005 15:15;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Imposible conectar;"Imposible
conectar";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_bt_conn_setup;S517;S517;Connecting ...;Connecting ...;0;Not locked;24.01.2006 11:24;Verbindung\nwird\nhergestellt;"Verbindung
wird
hergestellt";0;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;24.01.2006 11:21;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;24.01.2006 11:22;;EMPTY !;X;Not locked;09.02.2005 12:20;Conectando...;Conectando...;0;Not locked;24.01.2006 11:23;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_connected;S574;S574;Connected with %U;"Connected with
%U";0;Not locked;24.01.2006 11:21;Verbunden mit\n%U;"Verbunden mit
%U";0;Not locked;20.10.2004 12:24;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Conectado con %U;"Conectado con
%U";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_note_bt_acc_conn;S934;S934;Connected to Bluetooth headset;"Connected to
Bluetooth
headset";0;Not locked;24.01.2006 11:19;Verbunden mit\nBluetooth-\nHeadset;"Verbunden mit
Bluetooth-
Headset";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;10.08.2005 14:57;;EMPTY !;X;Not locked;09.02.2005 12:20;Conectado con auriculares Bluetooth;"Conectado con
auriculares
Bluetooth";0;Not locked;09.02.2005 12:20;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_call_diverts2;;SB07;Delay\n%U s.;"Delay
%U s.";0;Not locked;24.01.2006 11:20;Verzögerung:\n%U Sek.;"Verzögerung:
%U Sek.";0;Not locked;24.01.2006 11:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Retraso\n%U seg.;"Retraso
%U seg.";0;Not locked;09.02.2005 12:19;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_vcard_received;;S981;Business card received;"Business card
received";0;Not locked;24.01.2006 11:22;Visitenkarte\nempfangen;"Visitenkarte
empfangen";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Tarjeta de visita recibida;"Tarjeta de visita
recibida";0;Not locked;09.02.2005 12:21;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_vcard_deleted;;S983;Business card deleted;"Business card
deleted";0;Not locked;24.01.2006 11:20;Visitenkarte\ngelöscht;"Visitenkarte
gelöscht";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Tarjeta de visita borrada;"Tarjeta de visita
borrada";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_vcard_saved;;S985;Business card stored in phone book;"Business card
stored in phone
book";0;Not locked;24.01.2006 11:21;Visitenkarte\nim Telefonbuch\ngespeichert;"Visitenkarte
im Telefonbuch
gespeichert";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Tarjeta de visita memorizada en la guía;"Tarjeta de visita
memorizada en
la guía";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_query_delete_vcard;;S982;Delete business card?;"Delete business
card?";0;Not locked;24.01.2006 11:22;Visitenkarte\nlöschen?;"Visitenkarte
löschen?";0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;¿Borrar tarjeta de visita?;"¿Borrar tarjeta
de visita?";0;Not locked;09.02.2005 12:21;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_head_template;;"S444; S447";Template;Template;0;Not locked;24.01.2006 11:22;Vorlage;Vorlage;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Plantilla;Plantilla;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_sms_template;;S401;Template;Template;0;Not locked;24.01.2006 11:17;Vorlage;Vorlage;0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Plantilla;Plantilla;0;Not locked;09.02.2005 12:21;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_templ_saved;;S445;Template saved;Template saved;0;Not locked;24.01.2006 11:21;Vorlage gespeichert;"Vorlage
gespeichert";0;Not locked;24.11.2004 15:49;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Plantilla memorizada;"Plantilla
memorizada";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed
;qtn_stp_ta_note_templ_deleted;;S448;Template deleted;"Template
deleted";0;Not locked;24.01.2006 11:22;Vorlage\ngelöscht;"Vorlage
gelöscht";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Plantilla borrada;Plantilla borrada;0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_query_delete_templ;;S446;Delete\ntemplate?;"Delete
template?";0;Not locked;24.01.2006 11:24;Vorlage\nlöschen?;"Vorlage
löschen?";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;¿Borrar plantilla?;¿Borrar plantilla?;0;Not locked;09.02.2005 12:21;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_sms_templates;;S401;Templates;Templates;0;Not locked;24.01.2006 11:19;Vorlagen;Vorlagen;0;Not locked;26.10.2004 16:40;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Plantillas;Plantillas;0;Not locked;09.02.2005 12:21;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;"S405; S903";S405, S903;Read out;Read out;0;;;Vorlesen;Vorlesen;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Reproducir;Reproducir;0;;;;Auswahl;;;;;;;
1;qtn_stp_ta_pb_sort_firstname;S669;S669;First name;First name;0;;;Vorname;Vorname;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Nombre;Nombre;0;;;;Auswahl;;;;;;;
1;qtn_stp_ta_note_wait_reply;SB01;SB01;Waiting for answer;"Waiting for
answer";0;Not locked;24.01.2006 11:22;Warte auf Antwort;"Warte auf
Antwort";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;24.01.2006 11:22;;EMPTY !;X;Not locked;09.02.2005 12:21;Esperando respuesta...;"Esperando
respuesta...";0;Not locked;24.01.2006 11:17;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;;;S590;Change;Change;0;;;Wechseln;Wechseln;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;Auswahl;;;;;;;
1;qtn_stp_ta_tag_play;"S117; S705";"S117; S705";Replay;Replay;0;Not locked;24.01.2006 11:19;Wiedergeben;Wiedergeben;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Escuchar;Escuchar;0;Not locked;09.02.2005 12:21;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_menu_view;"S405; S903";"S405; S903; S981; S991";Show;Show;0;Not locked;24.11.2004 15:38;Zeigen;Zeigen;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Mostrar;Mostrar;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_bt_accessory;;S502;Headset;Headset;0;Not locked;24.01.2006 11:19;Headset;Headset;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Auriculares;Auriculares;0;Not locked;09.02.2005 12:18;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_head_extras;;S561;Extras;Extras;0;Not locked;24.01.2006 11:19;Zubehör;Zubehör;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Accesorios;Accesorios;0;Not locked;09.02.2005 12:18;Not locked;1_Zeile;;;;;;;
1;qtn_stp_ta_wait_bt_acc_search;S581;S581;Looking for headsets. Please wait!;"Looking for
headsets. Please
wait!";0;Not locked;24.01.2006 11:19;Headset wird\ngesucht.\nBitte warten!;"Headset wird
gesucht.
Bitte warten!";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:22;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:22;Buscando auriculares... Espere...;"Buscando
auriculares...
Espere...";0;Not locked;16.03.2005 20:05;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_gprs_saved;;S652;Access point stored;"Access point
stored";0;Not locked;24.01.2006 11:22;Zugangspunkt\ngespeichert;"Zugangspunkt
gespeichert";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Punto de acceso memorizado;"Punto de acceso
memorizado";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_head_gprs;;S651;Access point:;Access point:;0;Not locked;24.01.2006 11:18;Zugangspunkt:;Zugangspunkt:;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Punto de acceso;Punto de acceso;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
